block_number,experimental_condition,condition_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
3,F,F9,RAT,R2,incorrect,53.4027049,boerderij,19.2716782,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
3,F,F2,Insight,I4,correct,53.7942444,m,27.4725561,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
3,F,F4,Insight,I3,correct,60.5313911,vertrouwen,15.0522036,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
4,DFU,DFU2,Insight,I2,correct,33.4232166,landkaart,68.6224804,7,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
4,DFU,DFU9,Insight,I10,correct,20.1036238,No Response,79.2309953,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
4,DFU,DFU7,RAT,R4,correct,23.8594387,No Response,15.3220813,5,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
4,DFU,DFU3,Insight,I9,correct,28.5296314,keizerrijk was nog niet gestart,88.4625447,5,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
5,DFU,DFU1,Insight,I11,correct,33.4063013,humeur,62.8548806,1,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
5,DFU,DFU4,RAT,R11,correct,34.1479727,No Response,20.0052921,5,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
5,DFU,DFU11,RAT,R9,correct,32.6204739,No Response,20.0053706,5,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
5,DFU,DFU12,RAT,R1,correct,24.6481655,No Response,20.001628,5,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
6,F,F5,Insight,I7,correct,36.2558474,als het bevroren is,34.8067315,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
6,F,F12,Insight,I6,correct,28.0800734,hij leest in braille,13.6622856,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
6,F,F3,RAT,R3,incorrect,28.6715839,zaag,14.5571206,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
6,F,F7,RAT,R10,incorrect,31.2230204,No Response,15.8395545,4,18,Man,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,e2ef58d0-6880-494c-87be-b5f439741a68
1,DFU,DFU12,Insight,I7,correct,61.5043961,Als het meer bevroren is,93.4283876,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
1,DFU,DFU4,RAT,R2,correct,81.8723653,mickey ;ou,20.0012515,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
1,DFU,DFU11,Insight,I8,correct,48.6581316,"marit, ruben, hem en coach",107.0641676,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
1,DFU,DFU6,Insight,I11,correct,62.6565146,gewicht,89.928236,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
2,F,F8,Insight,I10,correct,34.2060427,No Response,107.6256233,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
2,F,F10,RAT,R6,correct,34.1967996,stoel,18.9107101,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
2,F,F11,Insight,I3,correct,42.2584545,No Response,70.5616743,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
2,F,F2,Insight,I4,correct,49.2064931,No Response,90.6344443,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
3,F,F9,RAT,R7,correct,28.7023999,dierenliefhebber,19.5262643,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
3,F,F4,Insight,I9,correct,37.2315461,omdat er toen nog geen munten bestonden,107.3106653,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
3,F,F7,RAT,R8,correct,47.8408445,huis,10.2219817,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
3,F,F3,Insight,I12,correct,35.648299,vuur,77.1038123,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
4,F,F12,Insight,I5,correct,37.7622202,stof,41.5045051,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
4,F,F6,RAT,R5,correct,24.4499284,cowboy,15.5999,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
4,F,F1,RAT,R9,correct,40.8053814,leerling,14.1839465,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
4,F,F5,RAT,R12,correct,24.7165561,keuken,13.8037925,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
5,DFU,DFU8,RAT,R10,correct,-0.6058634,eigenaar,13.5394237,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
5,DFU,DFU10,RAT,R4,correct,36.1650374,markt,13.7907798,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
5,DFU,DFU3,Insight,I6,correct,36.0505546,via braille,67.0640599,2,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
5,DFU,DFU7,RAT,R1,correct,56.1476961,uitgaan,8.6402603,3,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
6,DFU,DFU5,Insight,I1,correct,36.9003292,hij was ondersteund  met kabels,68.3656589,3,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
6,DFU,DFU1,RAT,R3,correct,36.7073617,bovenlichaam,18.4691424,5,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
6,DFU,DFU9,Insight,I2,correct,22.9413341,sahara,77.0687113,4,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
6,DFU,DFU2,RAT,R11,correct,31.2140432,agent,16.8455387,7,21,Man,ASO/doorstroomfinaliteit,0-1 uur,Extreem laag,6d1877c9-522c-4d4d-95dd-51b0e4dec138
1,DFU,DFU10,RAT,R12,correct,43.9465874,mijn,16.565189,3,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
1,DFU,DFU12,RAT,R7,correct,45.8893663,grond,15.7300707,3,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
1,DFU,DFU6,Insight,I6,correct,40.2287944,"het kan zijn dat hij een passage of een vers probeert te lezen die hem al bekend is, waardoor hij de woorden niet per 
se moet waarnemen",110.3105709,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
1,DFU,DFU4,Insight,I10,correct,33.306273,"kijken naar de ratio van zand dat aan de onderkant van elke zandloper zit en zo (1 gebruikend na de ander) een idee krijgen van 
de tijd",108.549312,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
2,F,F4,RAT,R10,correct,32.1231774,wandelen,14.8371037,3,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
2,F,F6,RAT,R3,correct,24.5942552,kledij,16.9490575,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
2,F,F9,RAT,R8,correct,29.5297704,stoom,20.0037958,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
2,F,F7,RAT,R11,incorrect,29.6280189,kracht,13.1387486,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
3,DFU,DFU1,RAT,R6,correct,25.0613478,interieur,19.438726,6,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
3,DFU,DFU7,RAT,R2,correct,27.7047622,Italie,9.4558539,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
3,DFU,DFU2,Insight,I4,correct,25.5302179,m,25.570085,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
3,DFU,DFU9,RAT,R9,correct,29.5160223,koken,19.7019297,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
4,F,F12,Insight,I12,correct,34.0835184,vuur,30.6883439,3,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
4,F,F2,Insight,I9,correct,25.176631,"die munt zou niet met die datum kunnen worden bestempeld, de Juliaanse kalender bestond toen niet",93.8752933,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
4,F,F5,Insight,I1,correct,17.5805164,hij  land op ee zacht oppervlak dat deel uitmaakt van de kamer,108.3012367,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
4,F,F10,Insight,I5,correct,36.0762776,licht,103.1644631,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
5,F,F1,Insight,I2,correct,27.5753924,de wereld na een nucleaire oorlog  of  een komeet  catastrofe,74.8378698,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
5,F,F8,Insight,I3,correct,42.5514516,licht,16.4558336,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
5,F,F11,RAT,R4,correct,22.0519909,natuur,9.6325918,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
5,F,F3,RAT,R1,correct,31.3425553,feest,18.1509452,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
6,DFU,DFU8,RAT,R5,incorrect,31.860576,minecraft,10.7870949,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
6,DFU,DFU11,Insight,I11,correct,19.7989421,een sinusfunctie,111.821335,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
6,DFU,DFU5,Insight,I8,correct,22.5373757,Marit < Ruben  < Hem  <,120.0031475,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
6,DFU,DFU3,Insight,I7,correct,19.265333,het meer moet bevroren zijn,74.8551639,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Boven gemiddeld,2332fe71-d2dc-484a-a329-48323016b0f8
1,DFU,DFU12,RAT,R4,correct,40.1216729,natuur,18.7202161,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
1,DFU,DFU4,Insight,I6,correct,57.4074567,Hij is de donkerte gewoon,30.1055344,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
1,DFU,DFU3,RAT,R6,correct,52.1033652,bar,12.3587133,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
1,DFU,DFU1,Insight,I9,correct,37.5839655,omdater nog geen geld bestond voor christus,37.1461994,3,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
2,F,F5,Insight,I12,incorrect,37.9402139,een toestel,44.5872568,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
2,F,F2,RAT,R10,incorrect,32.3935671,hondenpqark,20.0172196,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
2,F,F10,Insight,I4,correct,40.0384911,de letter M,15.790074,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
2,F,F8,RAT,R7,incorrect,22.8280039,No Response,20.0132264,7,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
3,F,F9,RAT,R1,correct,45.0901162,Galabal,13.2225483,7,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
3,F,F3,RAT,R11,incorrect,41.6291479,fitness,14.973028,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
3,F,F7,RAT,R9,correct,30.6276353,lunch,9.4558576,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
3,F,F12,Insight,I3,correct,26.9016221,een  hart,23.1553518,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
4,DFU,DFU2,Insight,I7,correct,47.5462184,als het meer bevroren is,18.4401626,5,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
4,DFU,DFU8,Insight,I2,incorrect,20.5559928,geen idee,30.167379,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
4,DFU,DFU11,RAT,R12,correct,41.9421692,kerstman,12.7710998,3,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
4,DFU,DFU9,RAT,R3,correct,34.4188697,No Response,10.5708582,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
5,DFU,DFU6,Insight,I1,incorrect,28.1115939,hij valt van de eerste trede,25.5863555,5,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
5,DFU,DFU5,RAT,R8,correct,35.0210688,vuur,20.0024932,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
5,DFU,DFU10,Insight,I11,incorrect,38.2186631,temperatuur,18.1878345,5,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
5,DFU,DFU7,RAT,R2,incorrect,17.4966226,nederlandse boer,12.6016719,1,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
6,F,F11,Insight,I5,correct,38.6542615,Noordpool,32.1348364,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
6,F,F4,RAT,R5,correct,33.2396592,goudvis,10.6993567,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
6,F,F1,Insight,I10,correct,31.1646443,2x de zandloper van 7 min gebruiken en daarna  minuut laten lopen op die van 11,94.952967,4,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
6,F,F6,Insight,I8,incorrect,22.5186687,Coach>Hem>Marit>Ruben,47.1625431,5,18,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0ba5bce4-792f-4d4e-b5e3-f9f7f5624683
1,DFU,DFU12,RAT,R1,correct,65.7098279,cafe,20.0045717,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
1,DFU,DFU6,RAT,R4,correct,68.6575554,No Response,20.0050945,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
1,DFU,DFU4,RAT,R9,correct,57.4822317,boterhwqmmen,14.3729632,7,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
1,DFU,DFU5,Insight,I6,correct,55.7914271,als hij daar al lang zit kunnen zijn ogen aangepast zijn.,67.8704899,6,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
2,F,F4,RAT,R3,correct,44.5302055,sneeuw,12.9862604,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
2,F,F8,RAT,R10,incorrect,49.0946438,hondenspeeltje,13.684466,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
2,F,F12,RAT,R5,incorrect,51.8349371,No Response,17.7043702,3,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
2,F,F2,Insight,I9,correct,50.4504649,In 544 vC waren er nog geen keizers,72.3564886,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
3,F,F3,RAT,R12,correct,56.6543829,boerderij,15.1530183,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
3,F,F11,RAT,R2,correct,56.2261108,Nederland,16.0875167,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
3,F,F7,RAT,R11,correct,55.7403822,weegschaal,17.8191143,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
3,F,F10,Insight,I1,incorrect,64.2987434,Hij had beschermimg aan.,78.45381,3,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
4,F,F1,Insight,I4,incorrect,48.3915317,de letter m,17.4710537,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
4,F,F5,Insight,I10,correct,38.2314612,je gebruikt eerst de 11 minuten en dan gebruik je de zandloper van 7 minuten tot die bijna leeg is.,114.3285524,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
4,F,F6,Insight,I7,correct,42.7036669,als het meer niet te diep is,37.5910157,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
4,F,F9,Insight,I11,correct,35.4015523,een toonhoogte,35.45673,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
5,DFU,DFU7,Insight,I12,correct,50.6134042,schuim,44.916848,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
5,DFU,DFU3,Insight,I8,correct,39.7316425,coach>hem>Ruben>Marit,98.7489947,6,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
5,DFU,DFU9,Insight,I5,correct,34.8201126,de zon,17.4706188,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
5,DFU,DFU8,Insight,I2,correct,54.6527756,een kaart,37.8823897,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
6,DFU,DFU11,Insight,I3,correct,69.6812304,licht,15.5549306,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
6,DFU,DFU2,RAT,R8,correct,53.1142712,koken,12.5086731,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
6,DFU,DFU1,RAT,R6,correct,44.2199826,living,16.7032043,4,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
6,DFU,DFU10,RAT,R7,correct,41.7548122,tuinhuis,13.6681156,5,18,Vrouw,ASO/doorstroomfinaliteit,1-2 uren,Gemiddeld,af7b51eb-0e25-4609-81bd-3f5d9d0bd8f0
1,F,F2,RAT,R5,No Response,90,No Response,0.0256357,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F10,RAT,R4,No Response,90,groen,16.455624,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F4,Insight,I4,correct,45.4615042,letter m,66.0417295,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F9,Insight,I1,correct,31.4356308,de ladder ligt plat op de grond,24.4296478,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F8,RAT,R12,correct,34.6058543,No Response,20.0038424,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F7,Insight,I5,incorrect,44.776933,geen idee,38.3543317,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F3,Insight,I9,correct,26.2773356,er bestond nog geen munten in dat jaartal,60.9700403,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F1,RAT,R3,correct,33.9325,accesoires,18.9185349,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F6,RAT,R1,correct,27.410043,uitgaan,13.936358,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F11,RAT,R11,correct,27.3892969,boxen,20.0033169,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F12,Insight,I11,correct,33.8396828,de temperatuur,13.1341546,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F5,Insight,I7,correct,24.7060011,als het meer bevroren is,63.2148568,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU3,Insight,I2,correct,39.102692,een dode aardbol,73.403719,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU1,Insight,I10,correct,23.0399418,"7 minuten helemaal laten uitlopen, dan nog is d ehelft van 7 en dan de helft van die van 11",113.2131466,7,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU10,Insight,I8,correct,31.772666,hem>hij>ruben>marit,113.7110292,7,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU2,RAT,R9,correct,26.9501289,boterham,14.8859324,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
5,DFU,DFU11,Insight,I6,correct,22.1587839,"hij ziet niet echt wat hij leest, maar probeert gwn",76.951456,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
